photo_id,auto_place_id,google_place_id,accommodation_name,photo_reference,photo_url,width_px,height_px,attributions,photo_type,created_at
40,8,ChIJU_mVac3J5zsRFe2Mt2GVkfI,"Ginger Mumbai, Andheri East",places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpdBy9s9Rx1SfkoFZ8El79gH41NKGs6aL4cKkmYxwM2FZgnLqgiRZhpTXdhz0w_4F5_ocpce0PUcQETVPYwQ617V0awg30FbsecM7MxXEdIPodJ_HaPkeFiyac83XXYYk3mnNm9AYO2OfflI99mOlL2uDNDHNhOMjmLJxBQCcXccsQ_v3yb8LhU3x_2t0pnQhNZ6HC2TvHhfhSXVIhV71Ax3llQdbj1kjRUMM3TXiQVcGA8r05P_taYIBJeBeReQjSvLOaDqznoTzDtUU0H038By9tGbp73c4nLfKc_tdR-seEP0tNswtEHXGQyB03YSYiHaF_uMzw05bdiSEEiILn4qlXQFOd8tMQkY-ATYjZFleQ8uytk4BN3rnYY78Lw2io1i1AZqhjz2BauqtW6ZV_IMPmihQcDRCEG7qmpfP96UJxY,https://places.googleapis.com/v1/places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpdBy9s9Rx1SfkoFZ8El79gH41NKGs6aL4cKkmYxwM2FZgnLqgiRZhpTXdhz0w_4F5_ocpce0PUcQETVPYwQ617V0awg30FbsecM7MxXEdIPodJ_HaPkeFiyac83XXYYk3mnNm9AYO2OfflI99mOlL2uDNDHNhOMjmLJxBQCcXccsQ_v3yb8LhU3x_2t0pnQhNZ6HC2TvHhfhSXVIhV71Ax3llQdbj1kjRUMM3TXiQVcGA8r05P_taYIBJeBeReQjSvLOaDqznoTzDtUU0H038By9tGbp73c4nLfKc_tdR-seEP0tNswtEHXGQyB03YSYiHaF_uMzw05bdiSEEiILn4qlXQFOd8tMQkY-ATYjZFleQ8uytk4BN3rnYY78Lw2io1i1AZqhjz2BauqtW6ZV_IMPmihQcDRCEG7qmpfP96UJxY/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4640,3472,Saurav CHAUBEY,general,2025-09-03T10:59:18.889Z
41,9,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpfl9Nu4sUTe5SVh-tnSmnHD6qjEgi9ULUopwcW74Fsw55wadpPUvxY_2c1evGkGgGZbqgVSyPFKaRBRJBcoM9swPVHJZV5I8LR5WXXGGCdDz31W7kPnC4iQB0HVGH-cos3aJ-FxVKbFVKW4-dkkfejas_4vElu_I5zjS2etd6flEzmMWvkibbuU5sJRXSRZ9MqVEWYzlrdN4s262ehvpfWKZBcDTmqOGKjes1eoxQWzRsUE_6tF1O5Stnr7-orOyF08CmPm5dY2CFzeotpQKsRB5P0ZdS73oCXyi0m1BG1Kjw,https://places.googleapis.com/v1/places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpfl9Nu4sUTe5SVh-tnSmnHD6qjEgi9ULUopwcW74Fsw55wadpPUvxY_2c1evGkGgGZbqgVSyPFKaRBRJBcoM9swPVHJZV5I8LR5WXXGGCdDz31W7kPnC4iQB0HVGH-cos3aJ-FxVKbFVKW4-dkkfejas_4vElu_I5zjS2etd6flEzmMWvkibbuU5sJRXSRZ9MqVEWYzlrdN4s262ehvpfWKZBcDTmqOGKjes1eoxQWzRsUE_6tF1O5Stnr7-orOyF08CmPm5dY2CFzeotpQKsRB5P0ZdS73oCXyi0m1BG1Kjw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3147,Fariyas Hotel Mumbai,general,2025-09-03T10:59:18.889Z
42,9,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcTtQ9Q7JdPYP5vT1NZpu6NYf27p1DjhGla1mjSuRgt9hPlJoZtKHxzGUc7EK7PsxS0sdMK22jTMJ6CbA1_RUV_c4__C_IRCA9fIFOGLXPg4tn-pXjy00WRxOg_aeLoWO_phCdXAfeZlulSUCcfTTj5-kQrQtaE8fOvQeS3Hn5ao2HlqFvN2SO5kU_tES5rmUn1nWqXqOdDeL-ydspX4hwVPcTFQNZXomtGTmzloSrgouNBZ_6ZBvqWG-muyozPGwyolSrU2MPQ1f8CjRefdp0TSGWyTRH1u344oqK16imZ-g,https://places.googleapis.com/v1/places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcTtQ9Q7JdPYP5vT1NZpu6NYf27p1DjhGla1mjSuRgt9hPlJoZtKHxzGUc7EK7PsxS0sdMK22jTMJ6CbA1_RUV_c4__C_IRCA9fIFOGLXPg4tn-pXjy00WRxOg_aeLoWO_phCdXAfeZlulSUCcfTTj5-kQrQtaE8fOvQeS3Hn5ao2HlqFvN2SO5kU_tES5rmUn1nWqXqOdDeL-ydspX4hwVPcTFQNZXomtGTmzloSrgouNBZ_6ZBvqWG-muyozPGwyolSrU2MPQ1f8CjRefdp0TSGWyTRH1u344oqK16imZ-g/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3204,Fariyas Hotel Mumbai,general,2025-09-03T10:59:18.889Z
43,9,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpfoHRjFyDqM70apyTvad49m0uXNptZtIgA9FbQnfGzcSPYOBOA-PXS7-U-PnuULzrkvp-eULcgxfWfKHw8-fLzYndtXvSsMbk8JZAjGSMBYRAiAv-vnM5cTS_qlSLn28Bga7KYbBTMzx_2S0jcqWtkqzB2qEdImIb8N-TECj7YHZP_oTGqLqKZCKOZVEDVT9C6YAygxUOc0OoZduY5tU1FshTjBy3kPsM6WbQqQxpzHzibUWFqW4_ypbRRv-IkmrKF8fTgvoPrNdu0XW3EdETLJvynzYMEzy4OYE6l8ZUIPxw,https://places.googleapis.com/v1/places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpfoHRjFyDqM70apyTvad49m0uXNptZtIgA9FbQnfGzcSPYOBOA-PXS7-U-PnuULzrkvp-eULcgxfWfKHw8-fLzYndtXvSsMbk8JZAjGSMBYRAiAv-vnM5cTS_qlSLn28Bga7KYbBTMzx_2S0jcqWtkqzB2qEdImIb8N-TECj7YHZP_oTGqLqKZCKOZVEDVT9C6YAygxUOc0OoZduY5tU1FshTjBy3kPsM6WbQqQxpzHzibUWFqW4_ypbRRv-IkmrKF8fTgvoPrNdu0XW3EdETLJvynzYMEzy4OYE6l8ZUIPxw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4096,2734,Fariyas Hotel Mumbai,general,2025-09-03T10:59:18.889Z
44,9,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcU84NvGxWDQwVRGX6lyAX2Hb78uiSRLaWUNKvBj7xM449PQjjwE_uu-qZO--cP_noIAIoyvZCyTntgO-GZlBgEoTp10DfKYwhY0Rx1M7jK2xExHpAFqR6v8WL_6bKn5EjCFZ2aWiavsar4CVsM3qZBDlXqAerFWzwTmqqsRoNqN-ZXaC-uA86CUkVf1lNkyK0UGV19bO2mtbB1xPUpSxAKaR-QuFQWZ4uClMfmfCypt2n_njJeI_dlXHhgB6KEziPVZpgy8mm6eFLQfMtZW4_8cbUVERUVmSw6-m624b5YMQ,https://places.googleapis.com/v1/places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcU84NvGxWDQwVRGX6lyAX2Hb78uiSRLaWUNKvBj7xM449PQjjwE_uu-qZO--cP_noIAIoyvZCyTntgO-GZlBgEoTp10DfKYwhY0Rx1M7jK2xExHpAFqR6v8WL_6bKn5EjCFZ2aWiavsar4CVsM3qZBDlXqAerFWzwTmqqsRoNqN-ZXaC-uA86CUkVf1lNkyK0UGV19bO2mtbB1xPUpSxAKaR-QuFQWZ4uClMfmfCypt2n_njJeI_dlXHhgB6KEziPVZpgy8mm6eFLQfMtZW4_8cbUVERUVmSw6-m624b5YMQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3269,Fariyas Hotel Mumbai,general,2025-09-03T10:59:18.889Z
45,9,ChIJE_i4Ur7R5zsRlD2SL5RRIsk,Fariyas Hotel Mumbai,places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcea7sd9y8w2ksh-IihwffWxLXIj7dUL0wl0eIbC7G4SYxvJZ24acffe-hJI3hxeUu7KNKTxBmLIfsx6eu2WWTk7EN5ZKYxTLQWibFi8a2jokimzmzLw_lksfT1cPugQo9HiyuyrSUovzNmPhTpqNQuUGZil2R9WtkitIsQue4lSJpmX9ifxQQVTJ7fPo2FSgDB_D-tpJGasle8RXFVKRl9mZdur3xGaZogd-kHW0UJzZCG5WodRZO_OCurG2SCa4InVKGzzoYYHU4AymFE45wgXuESwZeYpBsPB9pweYYr8w,https://places.googleapis.com/v1/places/ChIJE_i4Ur7R5zsRlD2SL5RRIsk/photos/ATKogpcea7sd9y8w2ksh-IihwffWxLXIj7dUL0wl0eIbC7G4SYxvJZ24acffe-hJI3hxeUu7KNKTxBmLIfsx6eu2WWTk7EN5ZKYxTLQWibFi8a2jokimzmzLw_lksfT1cPugQo9HiyuyrSUovzNmPhTpqNQuUGZil2R9WtkitIsQue4lSJpmX9ifxQQVTJ7fPo2FSgDB_D-tpJGasle8RXFVKRl9mZdur3xGaZogd-kHW0UJzZCG5WodRZO_OCurG2SCa4InVKGzzoYYHU4AymFE45wgXuESwZeYpBsPB9pweYYr8w/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3271,Fariyas Hotel Mumbai,general,2025-09-03T10:59:18.889Z
46,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeLoSIdL6wb8ZEccqmFjmnzBgRH5mdyAn7bd9m3vTWWrEUdYRbuIlzbO_7VVPoX3Ludat5DzkniloUnL22K51IQ3iwG9qypvvOSLNem8W_og3T2_t_Bg694UYQSYQzmUQYwz5iiGOHGIiOnbhUcSlmwaaDQgI9l9eJNYlxxlBrY61e3An8KJb_AKlNv4kiX82xnM_pwZJp3s2UbdzSWkN4f6sPcL3P5fwJFHoVqj6InCuemlfspvgugkCuf-SHyNpYaXefTL6e_pCuVS7zX5UU0Gsn28pnb4OdKaNynE2v9Jg,https://places.googleapis.com/v1/places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeLoSIdL6wb8ZEccqmFjmnzBgRH5mdyAn7bd9m3vTWWrEUdYRbuIlzbO_7VVPoX3Ludat5DzkniloUnL22K51IQ3iwG9qypvvOSLNem8W_og3T2_t_Bg694UYQSYQzmUQYwz5iiGOHGIiOnbhUcSlmwaaDQgI9l9eJNYlxxlBrY61e3An8KJb_AKlNv4kiX82xnM_pwZJp3s2UbdzSWkN4f6sPcL3P5fwJFHoVqj6InCuemlfspvgugkCuf-SHyNpYaXefTL6e_pCuVS7zX5UU0Gsn28pnb4OdKaNynE2v9Jg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3201,"Trident, Bandra Kurla, Mumbai",general,2025-09-03T10:59:18.889Z
47,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeDWatyFKuBHACfWUny9YqmHAhTs22xC_4sQ-bGU1c3O2rKE5l7m9nTbQiFCdXjrpGkZjey3M4NKjoR81zmW-QPiom2sXMju6LPXKL_9ZyX3Qu-O6Q66L2oYbTjICtiHMJLTUF9EFtTwSJxfMSxORiAv4qLpBtTERq-ad4sdgVLC7rhcAYaNOHcVCS9wm0UMzqSf-tf8PBfnkjTGjn0Khzkj9lpEjI4UXFTEARj35v1LEued5PqiuiW-lQgQ4whSvAXMmFU7JJqe6ToiqhuDx5GLxrXntIKJZdAQG2LDA1SBw,https://places.googleapis.com/v1/places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeDWatyFKuBHACfWUny9YqmHAhTs22xC_4sQ-bGU1c3O2rKE5l7m9nTbQiFCdXjrpGkZjey3M4NKjoR81zmW-QPiom2sXMju6LPXKL_9ZyX3Qu-O6Q66L2oYbTjICtiHMJLTUF9EFtTwSJxfMSxORiAv4qLpBtTERq-ad4sdgVLC7rhcAYaNOHcVCS9wm0UMzqSf-tf8PBfnkjTGjn0Khzkj9lpEjI4UXFTEARj35v1LEued5PqiuiW-lQgQ4whSvAXMmFU7JJqe6ToiqhuDx5GLxrXntIKJZdAQG2LDA1SBw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3202,"Trident, Bandra Kurla, Mumbai",general,2025-09-03T10:59:18.889Z
48,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpcGmbVQ2pRxSs5bV6WQR_d66O9Elzpo1NjI4O8f_LUa3LaopL74wFQ8rt4j46byPJzXXLmNGDlZuAXikrBYBwm_YWsYEQ3MM811A2bv8EbIt9V2ro_GZMy7oOg1IdmiG3J8V1ut3e46ITukDvEqv_4BjpWO4vuRFn-awOx7fpsmtz8jyuvB0VU6Nr-DC1uIEhgHasaJBWzMyhkpu2yw3kFfXpcIUd-236qjU1US3bjIZeD3XfPPnm_whg8Av8YC1-ciy7mafcOpBvnGrD8p1R7T8ta7n38KagmWFcb3H0xeew6du4D3NcWQWUgHRxfFlAOiUl-dxfCA_z1fYNPvqGOHR4XUuX4SumBaf9_jvw7ox5_4Lc7c_3nhvqofM7JcOt2qaZ-_lbT6eIfcOVnWEpByodERsCfmmnHPMK5fTUEjlg,https://places.googleapis.com/v1/places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpcGmbVQ2pRxSs5bV6WQR_d66O9Elzpo1NjI4O8f_LUa3LaopL74wFQ8rt4j46byPJzXXLmNGDlZuAXikrBYBwm_YWsYEQ3MM811A2bv8EbIt9V2ro_GZMy7oOg1IdmiG3J8V1ut3e46ITukDvEqv_4BjpWO4vuRFn-awOx7fpsmtz8jyuvB0VU6Nr-DC1uIEhgHasaJBWzMyhkpu2yw3kFfXpcIUd-236qjU1US3bjIZeD3XfPPnm_whg8Av8YC1-ciy7mafcOpBvnGrD8p1R7T8ta7n38KagmWFcb3H0xeew6du4D3NcWQWUgHRxfFlAOiUl-dxfCA_z1fYNPvqGOHR4XUuX4SumBaf9_jvw7ox5_4Lc7c_3nhvqofM7JcOt2qaZ-_lbT6eIfcOVnWEpByodERsCfmmnHPMK5fTUEjlg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4608,3456,Gabriel Waiandt,general,2025-09-03T10:59:18.889Z
49,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeJyh7ycoOaYisiPAuzoNPeo_ugeIuXL5SIMhYmJXAN5nVOcUgSa2lS-pNl5Vafp_hWXhno_FXMNHguheWryWGdrOd4JwGtpYtVJOJF0utvxbCYKQSujZ8HRUPfm5o8rZppKc1BfjNGFFfEDJEfrvQLeKJ_ScBx6lGynxwQSD90JxTXR6fhpXGMwGrAlnjmYqO1QgffgvO-H8bqXBhDFBm_-44vdMo294Kek52EVMNguHjso3Edx_g_yJfOD8kVqfkrVWsb-YmPpjB01phETCHIsC6W2Dbt70AButt249wJT2mCy6rarw0JoLPAI8zareRzpMDwr-TzSl8Iq-tYArt0isj0firtx_Yxh8aYzt3o_6_U1Apg3q0tIxTdLYdAEg3GDySXu4nigZutslJhX5ncWt18XAHKpw2Cw0YNTGs,https://places.googleapis.com/v1/places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpeJyh7ycoOaYisiPAuzoNPeo_ugeIuXL5SIMhYmJXAN5nVOcUgSa2lS-pNl5Vafp_hWXhno_FXMNHguheWryWGdrOd4JwGtpYtVJOJF0utvxbCYKQSujZ8HRUPfm5o8rZppKc1BfjNGFFfEDJEfrvQLeKJ_ScBx6lGynxwQSD90JxTXR6fhpXGMwGrAlnjmYqO1QgffgvO-H8bqXBhDFBm_-44vdMo294Kek52EVMNguHjso3Edx_g_yJfOD8kVqfkrVWsb-YmPpjB01phETCHIsC6W2Dbt70AButt249wJT2mCy6rarw0JoLPAI8zareRzpMDwr-TzSl8Iq-tYArt0isj0firtx_Yxh8aYzt3o_6_U1Apg3q0tIxTdLYdAEg3GDySXu4nigZutslJhX5ncWt18XAHKpw2Cw0YNTGs/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4096,2304,shiva shakti,general,2025-09-03T10:59:18.889Z
50,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpe9vYF3PEtrIFEs4Py61FLIovdM9fBlguJFxG51YbW7WX9m3QVQC47XrJ1GGISDBhuv3uqYceVACMTNKrf1dHPfDk8KQRZ-TySvEoGNKAh2FPdoczC-Gcu2Xu-tKygI2GdEKAPEryPaVziJ2-fbhlP-nqgSI78GcE_nBun3RI1Davv6kP8tE39HQ-zQmspwUuaLAhMp9LdT69gBmBNvFF_sMR44E_sQ-X8JelBcAlXEs87IB50lH8YoX2hQa3lly0kdjfDR3HA_xS-jGqorPS7bPwakq3g8OxoC_g9Ntk7fig,https://places.googleapis.com/v1/places/ChIJIagRS-nI5zsRGLstOKTvrHQ/photos/ATKogpe9vYF3PEtrIFEs4Py61FLIovdM9fBlguJFxG51YbW7WX9m3QVQC47XrJ1GGISDBhuv3uqYceVACMTNKrf1dHPfDk8KQRZ-TySvEoGNKAh2FPdoczC-Gcu2Xu-tKygI2GdEKAPEryPaVziJ2-fbhlP-nqgSI78GcE_nBun3RI1Davv6kP8tE39HQ-zQmspwUuaLAhMp9LdT69gBmBNvFF_sMR44E_sQ-X8JelBcAlXEs87IB50lH8YoX2hQa3lly0kdjfDR3HA_xS-jGqorPS7bPwakq3g8OxoC_g9Ntk7fig/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3205,"Trident, Bandra Kurla, Mumbai",general,2025-09-03T10:59:18.889Z
51,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpem22jJ9v-Tjd3I4wE-2wML4rzwTaQJObTvbjSsudXkMXa40hPHWyZcbDFUgrTxoYAjPSTj0esDxjhEUKQ0L_xxwuft_nnpLSYoCydbns03Xgknuc8eQJBYiLr3wd99S2NSrcSUNGRWTIMaFxnzlZblZgz3Ul4pjVMawa_uWoj-XUwsCcGRk1iArBsyWMKiThxK5MYtrNAPirAC2wRRHPW3L_oFK0e8dWFYzklUU0cFct_u-kLt_u4Gzd_EkWGnxmiK5CaOSheJSl9yCVmBsUQHAKjmN-WIo8bjO7AgA9xCMA,https://places.googleapis.com/v1/places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpem22jJ9v-Tjd3I4wE-2wML4rzwTaQJObTvbjSsudXkMXa40hPHWyZcbDFUgrTxoYAjPSTj0esDxjhEUKQ0L_xxwuft_nnpLSYoCydbns03Xgknuc8eQJBYiLr3wd99S2NSrcSUNGRWTIMaFxnzlZblZgz3Ul4pjVMawa_uWoj-XUwsCcGRk1iArBsyWMKiThxK5MYtrNAPirAC2wRRHPW3L_oFK0e8dWFYzklUU0cFct_u-kLt_u4Gzd_EkWGnxmiK5CaOSheJSl9yCVmBsUQHAKjmN-WIo8bjO7AgA9xCMA/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,569,320,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",general,2025-09-03T10:59:18.889Z
52,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpfusriRG878qvF8EuUTf-tBZUTGoTIAKYg9kiiZBhw4cMjwN7yvrubTCoDrRQBKNKT7xaCvWfUl3tBLeuXsM7MK7vLtb2_WtxWYXUmRN2_i3cZHUzjmAGRvSIce86a27wSs10Fwch0iqkXX4htI7i6Lziwp3Gq-fr26evMrVK2SAL_z6jVWg2JMr4T2aCM_sfj5Iu6rxfybo8VR9-QKBuuZCWFUCpQr5lFKv0PUAee2W75Sx2wVVMGrRhLzVVUT1GzBBF1wHaGXyo-dtqk9RuYJdsuOkV4adNjnlIlvTHi9bLVD1IKq9U5WOjAfRzOpXGSaOOTGajYjlub0HZrbO34hz6vYJv6x7l8T0gujLauHzWBoLcedJc9oDClskC2tWlZa-LWk9huIngvdx7JJejqDXN-uEdqmYdltDXM3UDBiGg,https://places.googleapis.com/v1/places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpfusriRG878qvF8EuUTf-tBZUTGoTIAKYg9kiiZBhw4cMjwN7yvrubTCoDrRQBKNKT7xaCvWfUl3tBLeuXsM7MK7vLtb2_WtxWYXUmRN2_i3cZHUzjmAGRvSIce86a27wSs10Fwch0iqkXX4htI7i6Lziwp3Gq-fr26evMrVK2SAL_z6jVWg2JMr4T2aCM_sfj5Iu6rxfybo8VR9-QKBuuZCWFUCpQr5lFKv0PUAee2W75Sx2wVVMGrRhLzVVUT1GzBBF1wHaGXyo-dtqk9RuYJdsuOkV4adNjnlIlvTHi9bLVD1IKq9U5WOjAfRzOpXGSaOOTGajYjlub0HZrbO34hz6vYJv6x7l8T0gujLauHzWBoLcedJc9oDClskC2tWlZa-LWk9huIngvdx7JJejqDXN-uEdqmYdltDXM3UDBiGg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4000,3000,Ke Aa,general,2025-09-03T10:59:18.889Z
53,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpc0ssZqsQ7fTI2DysQDiggz7QcWE9KgP8SiB4eXw7Xu5066V8UTds3rQdHsTIaP8buGITK9UChgGlhAc8kQ8Egm4V4isSZWmLfhuvqi03U29Erb0o2Z-R5a4tH9EuSIWjavnbvftpx5VKwEAm6AXf-HS5IAHrCgM2N1zICxOBKoM95JjNWQozng0evcZ02jFWfF3xTJemRmvx-FdunOnujxpA8TA1TUOzMfl0hj2pEwgLZfSw-I_0Xnq7xotfZS75MdilJdMz-Ysu8oFrEQjDiEr7xGsVPvCDBEMphu1tC3DuNL5NND6TPI-CXstsiC1cWH8wNB32GF1rHGdFfrRBhTamJHb2eI70HcCFwtRYER36-ymdebDROno56nrPVAL84FJ3t_237hyL4y6DGZuKrwpoFWHH8_Og-y53IEABJUDQ,https://places.googleapis.com/v1/places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpc0ssZqsQ7fTI2DysQDiggz7QcWE9KgP8SiB4eXw7Xu5066V8UTds3rQdHsTIaP8buGITK9UChgGlhAc8kQ8Egm4V4isSZWmLfhuvqi03U29Erb0o2Z-R5a4tH9EuSIWjavnbvftpx5VKwEAm6AXf-HS5IAHrCgM2N1zICxOBKoM95JjNWQozng0evcZ02jFWfF3xTJemRmvx-FdunOnujxpA8TA1TUOzMfl0hj2pEwgLZfSw-I_0Xnq7xotfZS75MdilJdMz-Ysu8oFrEQjDiEr7xGsVPvCDBEMphu1tC3DuNL5NND6TPI-CXstsiC1cWH8wNB32GF1rHGdFfrRBhTamJHb2eI70HcCFwtRYER36-ymdebDROno56nrPVAL84FJ3t_237hyL4y6DGZuKrwpoFWHH8_Og-y53IEABJUDQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,988,621,Amardeep Singh,general,2025-09-03T10:59:18.889Z
54,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpdqqmKwZNwsDSKVicYVYifA9q8JaPuSm7bk14cydKQyps8-keZDlo2BdyEuXkwsLV9WuBbOh8fMCQ8iJJKAXGzWF8qd7usPpIfnbDpIAoRy4wiolixo5eoXnza4UAqaMNw5DAIu0LX2xrrM_l-UPV1shyJaBdxbcNbRaK7OJmV6yOc0-NXiXot5tJFmCk3U2ETRF7F6J4qPqxreeUhqCjrD95HtR4yNEZIB1hmrlhX4WmHw51mN0aj92xwJ002I5P9gmRrifgNEunAcfKi5cfooyOKl8NrsSAzfPmo3MLt0wIP_p8zPn_AjmDiWHUNgJOH4OMC2p0oeyO_bkID3ZzaErvfGM7LZEo8feSKPwQji_2YdTW7MQk4-rc9sVIBNAvjanVS3gN5DtR8iVDxsomEDOzqRqmLdGyeY9JaTWslokg,https://places.googleapis.com/v1/places/ChIJEz8BQETI5zsR2JmxqBO2X1w/photos/ATKogpdqqmKwZNwsDSKVicYVYifA9q8JaPuSm7bk14cydKQyps8-keZDlo2BdyEuXkwsLV9WuBbOh8fMCQ8iJJKAXGzWF8qd7usPpIfnbDpIAoRy4wiolixo5eoXnza4UAqaMNw5DAIu0LX2xrrM_l-UPV1shyJaBdxbcNbRaK7OJmV6yOc0-NXiXot5tJFmCk3U2ETRF7F6J4qPqxreeUhqCjrD95HtR4yNEZIB1hmrlhX4WmHw51mN0aj92xwJ002I5P9gmRrifgNEunAcfKi5cfooyOKl8NrsSAzfPmo3MLt0wIP_p8zPn_AjmDiWHUNgJOH4OMC2p0oeyO_bkID3ZzaErvfGM7LZEo8feSKPwQji_2YdTW7MQk4-rc9sVIBNAvjanVS3gN5DtR8iVDxsomEDOzqRqmLdGyeY9JaTWslokg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,3024,4032,Anindya Das,general,2025-09-03T10:59:18.889Z
