review_id,auto_place_id,google_place_id,accommodation_name,author_name,author_photo_url,rating,review_text,original_language,translated_text,publish_time,relative_time,created_at
103,21,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,Ravi Kumar,,5,"I had a wonderful stay at the hotel. The room was well-maintained, clean, and comfortable, offering everything I needed for a relaxing experience. The housekeeping staff kept everything tidy, and the amenities provided were top-notch.",en,,2025-06-24T14:03:35.178888289Z,,2025-09-03T10:59:18.891Z
104,21,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,Annie,,1,"Hotel is mostly under construction. Surrounding area is pretty shady. Rooms are not maintained. My bathroom had no running water. Despite making a request to get it checked, nothing was done. Basic amenity like water is not provided free of cost. 4k for two nights for this kind of property it was, was overpriced. Property has an OYO vibe. My bathroom had a torn towel in the name of a curtain. My booking clearly stated I am a single woman staying still no consideration was given.",en,,2025-05-28T09:56:08.092034Z,,2025-09-03T10:59:18.891Z
105,21,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,Kirran babu,,1,"I booked this hotel in agoda, thank god some discount was there. Rooms- full of cockroaches including bathroom. Towels- not well dried in sun Tiles were broken and damaged Bathroom water flowing sound is heard in the room which made more disgusting to stay. Water was provided. Could see the cigarettes in the corridor of the room. When informed about cockroach, the room guy was like okay okay it won’t come again. Since it was one night we didn’t argue much. Telephone line was not working. Charger sockets were broken. Study table was okay but couldn’t rest your arms fully even there as it was shaky. Reception was even under construction. Cats roam freely and even comes inside the room. Now after reading this, if you still want this room then your fate.",en,,2025-06-14T06:21:13.413623875Z,,2025-09-03T10:59:18.891Z
106,22,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),Suchi Suiy,,5,"The Ginger Hotel is a good location with friendly behavior, helpful staff, and clean rooms. From the front office staff, a special girl named Bably 😌is very friendly and one of the most helpful staff I've ever encountered in any hotel. She guided us very nicely, and her behavior was excellent. She was very sweet in her communication. I would love to visit again and will book the Ginger Hotel exclusively. The staff are very sweet and nice. I love their arrangements, guidance, behavior, clean rooms, and especially the front office staff, who were exceptionally good and sweet.",en,,2025-07-30T15:57:33.900973432Z,,2025-09-03T10:59:18.891Z
107,22,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),Akshay Narmis,,3,"I recently stayed at this hotel and overall, it was a decent experience. Since it’s an older property, the bathrooms need improvement — the fittings felt outdated and a couple of taps were broken, which was inconvenient. With some renovation and better upkeep, the place could really shine.  On the positive side, the service was warm and welcoming. A special mention to Shreeti at the reception, who was absolutely lovely and kind. She greeted us with a genuine smile, handled everything smoothly, and made sure we felt comfortable throughout our stay. Her hospitality truly stood out and made the experience much better.  With a little attention to the bathrooms, this hotel has the potential to be a really good option. The staff, especially Shreeti, definitely elevate the overall stay.",en,,2025-08-25T23:08:54.344858696Z,,2025-09-03T10:59:18.891Z
108,22,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),Bhakti Panchal,,3,"The room was spacious, clean and comfortable. Washroom was functional and clean. There were some hiccups in the AC functioning. Food was satisfactory. The attendants weren’t as proactive as expected. Mr Ratnakar, the security personnel was very helpful and attentive. Overall experience was decent; more is expected from an established brand like Ginger.",en,,2025-08-27T05:41:31.639029785Z,,2025-09-03T10:59:18.891Z
109,22,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),Rebecca Bharsakal,,5,"Had a wonderful stay at Ginger MIDC! A special thanks to Carol for her warm welcome and ever-smiling nature. She was always ready to help, making check-in and check-out so smooth. Her positive attitude truly made my trip more comfortable. Keep shining, Carol!",en,,2025-08-18T17:55:55.411068072Z,,2025-09-03T10:59:18.891Z
110,22,ChIJraEO40PJ5zsR8zRJ8NioRhU,Ginger Mumbai Andheri (MIDC),Sakshi Mhaske,,5,"Had a great experience at this restaurant! The food was absolutely delicious — both the quality and quantity were spot on. The ambiance was warm and inviting, making it a perfect spot to relax and enjoy a meal. Service was excellent too — the staff were attentive, polite, and made sure we were comfortable throughout. Also the maintenance team , housekeeping staff were helpful towards guests.Overall, we had a really good time and would definitely recommend this place to others!",en,,2025-05-31T05:30:52.084068Z,,2025-09-03T10:59:18.891Z
111,23,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,Nirmala Wad,,4,This Hotel is located in Andheri MIDC .  It has got three Hotels in the same building. Couples should prefer Hotel Aflon and families are recommended to book in Artus Inn . Artus Inn is newly built and has very good ambience inside the rooms. Plenty of parking space is available inside . Also they have really good options for food .,en,,2025-07-11T09:45:20.196872313Z,,2025-09-03T10:59:18.891Z
112,23,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,Amol S,,5,"We stays on this hotel on 16th and 17th June 2025. The location is very good and very close just 10 mins to international airport.  The room was good and staff is cooperative. I was staying with my kids, and they cooperated.",en,,2025-06-17T09:54:39.587318441Z,,2025-09-03T10:59:18.891Z
113,23,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,Mrunali Jibhakate,,5,"The hotel was excellent, with great service and helpful staff. We went as a group of friends and had a great time. The location is convenient, just few km from Andheri station. A dedicated space to hang out with friends would have been a nice addition. Overall, a great experience!",en,,2024-12-23T17:28:30.589516Z,,2025-09-03T10:59:18.891Z
114,23,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,Chhobi Sharma,,1,Third class quality hotel with smelly room and the hotel is also not good,en,,2025-07-26T18:00:06.525415301Z,,2025-09-03T10:59:18.891Z
115,23,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,sahil khambhadiya,,1,"I highly recommend avoiding this hotel. The rooms are in poor condition, and there is no water available for showers. I strongly advise against making any reservations here.",en,,2025-01-09T10:40:58.071291Z,,2025-09-03T10:59:18.891Z
116,24,ChIJgRJrhijO5zsRWU9i-17MbKI,Hotel Sea Lord,Sumanta kumar Saha,,3,"The room is of very basic quality. Small room. bathroom avarage.Very close to the station.You can walk from the station.There are no other hotels around this location.The hotel's atmosphere is quite good.Most of the hotel staff are Bengalis. We were there at the end of October,2024.",en,,2025-06-27T13:29:33.428269597Z,,2025-09-03T10:59:18.891Z
117,24,ChIJgRJrhijO5zsRWU9i-17MbKI,Hotel Sea Lord,Shubham Jhorar,,1,"The experience has not remained quite well. Starting from the reception, the hosts are so rude that they don't even have a sense of talking. Neither are they humble to old/ladies nor carries respect for armed forces personnel. Their rooms are also so sophisticated, it is better to get a hotel near Colaba for the same price but much better quality and hospitality.",en,,2025-05-11T11:14:41.982436Z,,2025-09-03T10:59:18.891Z
118,24,ChIJgRJrhijO5zsRWU9i-17MbKI,Hotel Sea Lord,Naveenkumar,,5,Very good hotel man. I'm a tourist who travelled to Mumbai from pondicherry. This is the place we accidentally come to know after being annoyed to stay in the nearby dormantary. This place is worth for every penny.,en,,2025-08-15T03:42:37.834868214Z,,2025-09-03T10:59:18.891Z
119,24,ChIJgRJrhijO5zsRWU9i-17MbKI,Hotel Sea Lord,Vidz Jaulim,,1,The worst hotel I've been in my life I don't know where to start The staffs are rude dirty unprofessional The rooms are dirty af stinking wardrobe bedsheets towels Reception toilet my god the staff use for everything shower toilet brush teeth The Receptionist talk so rude It's way to expensive for the condition the hotel is The place where they serve food yuckkkk... That's not all One of the staff was peeping and checking if our room door is opened I believe he wanted to steal One time he entered without knocking I asked them to take my luggages from the room They took some and slammed the door on my fiancee face Last day was epic I was about to leave Already sat in the car All the staffs start asking me for money stopped me from going saying i should give them something before going as they carried my luggages etc including the rude Receptionist Please for your own god sake DON'T GO THERE No taxi around nor they want to come to drop you as it's a dead area No restaurant Nothing It's the WORST OF THE WORST HOTEL EVER,en,,2025-04-16T15:57:55.801602Z,,2025-09-03T10:59:18.891Z
120,24,ChIJgRJrhijO5zsRWU9i-17MbKI,Hotel Sea Lord,Soujashree Ghosh,,5,The rooms are really good according to its price. You will easily get a clean Air Conditioned room for around 3k with 3 beds.,en,,2025-04-12T20:40:01.740001Z,,2025-09-03T10:59:18.891Z
